# time = 0
# Grid points = 408
# Domain Size = 7
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_rho             4_dvisc             5_uvel             6_vvel             7_wvel
  -2.2118361796e+00  -2.2211492484e+00   1.0000000000e+00   1.8500000000e-04   2.8359148022e-01  -1.4638231718e-01  -1.1086849128e+00
  -2.1901950521e+00  -2.2025231108e+00   1.0000000000e+00   1.8500000000e-04   2.7092163339e-01  -3.1586764355e-01  -9.5789080111e-01
  -2.1495581629e+00  -2.1778669934e+00   1.0000000000e+00   1.8500000000e-04   3.1140970599e-02  -5.1200955738e-01  -7.3937970773e-01
  -2.0935285706e+00  -2.1212493324e+00   1.0000000000e+00   1.8500000000e-04  -2.2879264995e-01  -6.6970170369e-01  -4.4976003565e-01
  -2.0380870470e+00  -2.0658078088e+00   1.0000000000e+00   1.8500000000e-04  -9.3819323721e-02  -6.5202088444e-01  -2.9820825654e-01
  -1.9953197657e+00  -2.0103662852e+00   1.0000000000e+00   1.8500000000e-04   2.0748811676e-01  -4.7571430994e-01  -1.8402263022e-01
  -1.9709839669e+00  -1.9802732463e+00   1.0000000000e+00   1.8500000000e-04   3.3417187053e-01  -2.9946558177e-01  -9.9631900078e-02
  -1.9439876086e+00  -1.9616946876e+00   1.0000000000e+00   1.8500000000e-04   2.4474791999e-01  -1.2632249034e-01  -1.4876556857e-01
  -1.8821295894e+00  -1.9262805296e+00   1.0000000000e+00   1.8500000000e-04   2.0758807013e-01   1.0289027469e-01  -1.9314843260e-01
  -1.7938277090e+00  -1.8379786492e+00   1.0000000000e+00   1.8500000000e-04   3.4933176605e-01   3.5934950756e-01  -1.0257517052e-01
  -1.7055258286e+00  -1.7496767688e+00   1.0000000000e+00   1.8500000000e-04   4.5127239972e-01   5.9152891670e-01  -1.9875204907e-01
  -1.6172239482e+00  -1.6613748884e+00   1.0000000000e+00   1.8500000000e-04   3.3653496528e-01   6.2530097737e-01  -9.9950413646e-02
  -1.5109342548e+00  -1.5730730081e+00   1.0000000000e+00   1.8500000000e-04   2.4641387428e-01   8.5411195374e-01  -8.5042908193e-02
  -1.3866567484e+00  -1.4487955016e+00   1.0000000000e+00   1.8500000000e-04   3.8657146439e-01   8.6488205265e-01  -4.7008968583e-01
  -1.2996011745e+00  -1.3245179951e+00   1.0000000000e+00   1.8500000000e-04   2.0638137320e-01   9.1558037166e-01  -2.1861197494e-01
  -1.2497675335e+00  -1.2746843540e+00   1.0000000000e+00   1.8500000000e-04   4.2070501106e-01   9.0967733333e-01  -2.5270263090e-01
  -1.2078077697e+00  -1.2248507130e+00   1.0000000000e+00   1.8500000000e-04   2.4295173464e-01   7.1198992478e-01  -5.0787453533e-01
  -1.1557950250e+00  -1.1907648264e+00   1.0000000000e+00   1.8500000000e-04   8.4315962874e-02   6.8761818737e-01  -7.5283567394e-01
  -1.0858554222e+00  -1.1208252236e+00   1.0000000000e+00   1.8500000000e-04   8.5799032421e-02   4.8897206809e-01  -8.3626788690e-01
  -1.0072506370e+00  -1.0508856208e+00   1.0000000000e+00   1.8500000000e-04   4.3620482933e-02   4.4134714005e-01  -6.5048206429e-01
  -9.1998066950e-01  -9.6361565327e-01   1.0000000000e+00   1.8500000000e-04   2.6983280904e-01   2.6999860961e-01  -3.4158010858e-01
  -8.3489435853e-01  -8.7634568572e-01   1.0000000000e+00   1.8500000000e-04   4.3954362162e-01   1.3271355772e-01  -3.4245040540e-01
  -7.5199170415e-01  -7.9344303134e-01   1.0000000000e+00   1.8500000000e-04   7.9977983610e-01  -7.4792210920e-02  -1.2320593036e-01
  -6.9365009891e-01  -7.1054037696e-01   1.0000000000e+00   1.8500000000e-04   8.8034168888e-01  -2.5479159553e-01  -1.2738004592e-01
  -6.6792365478e-01  -6.7675982085e-01   1.0000000000e+00   1.8500000000e-04   8.0193039010e-01  -4.0793072554e-01  -3.8939844338e-01
  -6.5482357514e-01  -6.5908748870e-01   1.0000000000e+00   1.8500000000e-04   7.9992005907e-01  -6.3681655201e-01  -6.5291798038e-01
  -6.4225917602e-01  -6.5055966157e-01   1.0000000000e+00   1.8500000000e-04   7.9445215779e-01  -7.3377902862e-01  -5.0889772259e-01
  -6.3046194902e-01  -6.3395869046e-01   1.0000000000e+00   1.8500000000e-04   6.1574694336e-01  -6.4711688917e-01  -1.6201029969e-01
  -6.1994878038e-01  -6.2696520759e-01   1.0000000000e+00   1.8500000000e-04   6.0394572583e-01  -5.2331225186e-01  -1.7884049585e-02
  -6.0618328263e-01  -6.1293235317e-01   1.0000000000e+00   1.8500000000e-04   5.6896142488e-01  -3.6157099455e-01  -1.2575204488e-01
  -5.9345756912e-01  -5.9943421209e-01   1.0000000000e+00   1.8500000000e-04   4.4539217530e-01  -2.6231251243e-01  -1.8677929408e-01
  -5.7885571437e-01  -5.8748092615e-01   1.0000000000e+00   1.8500000000e-04   1.9078181353e-01  -4.4977267522e-01  -3.6837180505e-02
  -5.6160529081e-01  -5.7023050259e-01   1.0000000000e+00   1.8500000000e-04   2.8308283886e-02  -6.6226822002e-01   7.5611655974e-02
  -5.3497171880e-01  -5.5298007903e-01   1.0000000000e+00   1.8500000000e-04  -1.1998973176e-01  -7.2198746251e-01  -4.5748168131e-02
  -5.0342589032e-01  -5.1696335857e-01   1.0000000000e+00   1.8500000000e-04  -3.6360130116e-01  -6.1721627488e-01  -1.5389986063e-01
  -4.7635095382e-01  -4.8988842207e-01   1.0000000000e+00   1.8500000000e-04  -4.6347838941e-01  -4.0576642154e-01  -2.4873623293e-02
  -4.4381912749e-01  -4.6281348556e-01   1.0000000000e+00   1.8500000000e-04  -4.6529813113e-01  -2.0991953292e-01  -2.0660266360e-01
  -4.0583041133e-01  -4.2482476941e-01   1.0000000000e+00   1.8500000000e-04  -2.6342054942e-01  -1.7116411309e-01  -1.1133967945e-03
  -3.7393100359e-01  -3.8683605325e-01   1.0000000000e+00   1.8500000000e-04  -3.2224855896e-02  -2.1601628874e-01  -1.7010782378e-01
  -3.4812090427e-01  -3.6102595393e-01   1.0000000000e+00   1.8500000000e-04   1.2589020027e-01  -4.5478597879e-01  -3.3087238293e-01
  -3.2231080494e-01  -3.3521585461e-01   1.0000000000e+00   1.8500000000e-04   3.4095253550e-01  -6.5155433308e-01  -3.2695303607e-01
  -2.9650070562e-01  -3.0940575528e-01   1.0000000000e+00   1.8500000000e-04   4.6263918661e-01  -7.5406727839e-01  -3.7429722033e-01
  -2.7053753303e-01  -2.8359565596e-01   1.0000000000e+00   1.8500000000e-04   4.0422191663e-01  -7.7640057199e-01  -1.5263081005e-01
  -2.4442128719e-01  -2.5747941011e-01   1.0000000000e+00   1.8500000000e-04   2.1172058758e-01  -7.2539731123e-01   4.7137634408e-03
  -2.2958424803e-01  -2.3136316427e-01   1.0000000000e+00   1.8500000000e-04   4.5461554169e-02  -3.9983191806e-01   3.6523107923e-01
  -2.2602641555e-01  -2.2780533179e-01   1.0000000000e+00   1.8500000000e-04  -1.1799028153e-01   6.1753738797e-02   4.4769151315e-01
  -2.2001290724e-01  -2.2424749930e-01   1.0000000000e+00   1.8500000000e-04  -3.8267352949e-01   4.0466907369e-01   3.6727019350e-01
  -2.0846335947e-01  -2.1577831518e-01   1.0000000000e+00   1.8500000000e-04  -4.6992982196e-01   6.0199942188e-01   3.6515401885e-01
  -1.9383344805e-01  -2.0114840376e-01   1.0000000000e+00   1.8500000000e-04  -4.7931451724e-01   5.0329554693e-01   3.5933830918e-01
  -1.7620947407e-01  -1.8651849233e-01   1.0000000000e+00   1.8500000000e-04  -3.4782267257e-01   5.5842595797e-01   1.6925518420e-01
  -1.4764102937e-01  -1.6590045581e-01   1.0000000000e+00   1.8500000000e-04  -1.2100106170e-01  -1.0612690716e-01   1.5659068837e-01
  -1.1965613363e-01  -1.2938160293e-01   1.0000000000e+00   1.8500000000e-04   7.2793726852e-02  -7.5029203909e-01   1.1787139154e-01
  -9.1578267218e-02  -1.0993066433e-01   1.0000000000e+00   1.8500000000e-04   2.3975428336e-01  -7.8491589647e-01  -1.6687221286e-02
  -6.3032519929e-02  -7.3225870106e-02   1.0000000000e+00   1.8500000000e-04   2.3912299462e-01  -7.8582511714e-01  -2.8487525560e-01
  -4.0645570581e-02  -5.2839169752e-02   1.0000000000e+00   1.8500000000e-04   7.4443014458e-02  -7.2799133157e-01  -4.5112101675e-01
  -1.0624574710e-02  -2.8451971409e-02   1.0000000000e+00   1.8500000000e-04  -1.2245271468e-01  -4.0624225108e-01  -5.9963423282e-01
   2.0740290241e-02   7.2028219890e-03   1.0000000000e+00   1.8500000000e-04  -3.6948859331e-01   5.5371521187e-02  -8.3712519011e-01
   4.7815226747e-02   3.4277758494e-02   1.0000000000e+00   1.8500000000e-04  -4.7982698432e-01   4.1517538622e-01  -9.3055755393e-01
   7.9361055230e-02   6.1352694999e-02   1.0000000000e+00   1.8500000000e-04  -4.0631698610e-01   5.7127037908e-01  -9.3193782230e-01
   1.0599462724e-01   9.7369415461e-02   1.0000000000e+00   1.8500000000e-04  -2.3348451394e-01   3.1770682323e-01  -7.4075893600e-01
   1.2324505080e-01   1.1461983902e-01   1.0000000000e+00   1.8500000000e-04   9.9363204815e-02   7.0054784011e-02  -5.1104272154e-01
   1.3784690555e-01   1.3187026258e-01   1.0000000000e+00   1.8500000000e-04   3.9246953976e-01  -1.2669599092e-01  -3.5098644240e-01
   1.5057261906e-01   1.4382354852e-01   1.0000000000e+00   1.8500000000e-04   4.6798919188e-01  -3.1693540875e-01  -1.2898446921e-01
   1.6433811680e-01   1.5732168960e-01   1.0000000000e+00   1.8500000000e-04   4.2866143595e-01  -5.9464951586e-01   3.6694702565e-04
   1.7485128545e-01   1.7135454401e-01   1.0000000000e+00   1.8500000000e-04   2.0743651204e-01  -7.0052300543e-01  -6.2174674828e-02
   1.8664851245e-01   1.7834802689e-01   1.0000000000e+00   1.8500000000e-04  -7.7918509519e-02  -6.2099752358e-01  -2.6398794102e-01
   1.9921291157e-01   1.9494899800e-01   1.0000000000e+00   1.8500000000e-04  -4.1973463542e-01  -3.9211808638e-01  -4.3403318357e-01
   2.1231299121e-01   2.0347682513e-01   1.0000000000e+00   1.8500000000e-04  -5.4477218442e-01  -1.8773967724e-01  -5.9795047159e-01
