# time = 0
# Grid points = 683
# Domain Size = 14
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_rho             4_dvisc             5_uvel             6_vvel             7_wvel
  -6.1115292447e+00  -6.1203798020e+00   1.0000000000e+00   2.0000000000e-03   6.3368839178e-01  -2.0562655094e-01   8.9490380651e-01
  -6.0919123822e+00  -6.1026786874e+00   1.0000000000e+00   2.0000000000e-03   6.9791731450e-01   1.1221935513e-02   9.4547694277e-01
  -6.0730013803e+00  -6.0811460770e+00   1.0000000000e+00   2.0000000000e-03   7.2146222811e-01   1.0418851395e-01   9.6392160000e-01
  -6.0538768670e+00  -6.0648566835e+00   1.0000000000e+00   2.0000000000e-03   7.2448355917e-01   1.5682474525e-01   9.6588690075e-01
  -6.0356844607e+00  -6.0428970505e+00   1.0000000000e+00   2.0000000000e-03   7.0619678471e-01   7.9205573323e-02   9.5011809140e-01
  -6.0184586573e+00  -6.0284718708e+00   1.0000000000e+00   2.0000000000e-03   6.4710869229e-01  -1.7082004384e-01   8.9929807166e-01
  -5.9986771755e+00  -6.0084454438e+00   1.0000000000e+00   2.0000000000e-03   5.5705808170e-01  -3.7195173270e-01   8.2962091359e-01
  -5.9805855472e+00  -5.9889089071e+00   1.0000000000e+00   2.0000000000e-03   4.4033466578e-01  -5.5798208407e-01   7.3384134243e-01
  -5.9644397305e+00  -5.9722621873e+00   1.0000000000e+00   2.0000000000e-03   3.3749706115e-01  -6.2123253442e-01   6.3264083823e-01
  -5.9493921467e+00  -5.9566172738e+00   1.0000000000e+00   2.0000000000e-03   2.3687467202e-01  -6.0095562382e-01   5.1388850934e-01
  -5.9341211084e+00  -5.9421670196e+00   1.0000000000e+00   2.0000000000e-03   1.2282543231e-01  -5.1992176069e-01   3.6510207898e-01
  -5.9175539953e+00  -5.9260751971e+00   1.0000000000e+00   2.0000000000e-03  -1.4771169726e-02  -3.9076004366e-01   1.8183174896e-01
  -5.9012627697e+00  -5.9090327936e+00   1.0000000000e+00   2.0000000000e-03  -1.6641204012e-01  -2.4581069346e-01  -1.0077029912e-02
  -5.8860131913e+00  -5.8934927459e+00   1.0000000000e+00   2.0000000000e-03  -3.2197115483e-01  -9.7059305474e-02  -1.8973646524e-01
  -5.8708094162e+00  -5.8785336367e+00   1.0000000000e+00   2.0000000000e-03  -4.8027528431e-01   6.5109515261e-02  -3.4634042251e-01
  -5.8557997150e+00  -5.8630851958e+00   1.0000000000e+00   2.0000000000e-03  -6.3012807890e-01   2.4074398259e-01  -4.5625131297e-01
  -5.8414176570e+00  -5.8485142342e+00   1.0000000000e+00   2.0000000000e-03  -7.3868007890e-01   3.9333301392e-01  -4.7895335721e-01
  -5.8270190321e+00  -5.8343210799e+00   1.0000000000e+00   2.0000000000e-03  -8.3299367033e-01   5.4332291854e-01  -4.3000702442e-01
  -5.8078168178e+00  -5.8197169843e+00   1.0000000000e+00   2.0000000000e-03  -9.0721679572e-01   6.7612039735e-01  -2.6928499308e-01
  -5.7856367165e+00  -5.7959166512e+00   1.0000000000e+00   2.0000000000e-03  -9.5844717141e-01   7.6814960241e-01   3.3192854891e-03
  -5.7541648253e+00  -5.7753567817e+00   1.0000000000e+00   2.0000000000e-03  -9.6492190075e-01   7.4622736349e-01   2.3054992252e-01
  -5.7117809124e+00  -5.7329728688e+00   1.0000000000e+00   2.0000000000e-03  -9.6425080554e-01   7.4412327096e-01   2.1077885138e-01
  -5.6808456779e+00  -5.6905889559e+00   1.0000000000e+00   2.0000000000e-03  -9.5560482326e-01   7.5577338828e-01  -1.2433388486e-02
  -5.6622256744e+00  -5.6711023999e+00   1.0000000000e+00   2.0000000000e-03  -9.1910778495e-01   6.8943227199e-01  -2.4912697771e-01
  -5.6454109721e+00  -5.6533489490e+00   1.0000000000e+00   2.0000000000e-03  -8.5113132081e-01   5.6289876215e-01  -4.2072421725e-01
  -5.6299140555e+00  -5.6374729953e+00   1.0000000000e+00   2.0000000000e-03  -7.6346362723e-01   4.1757611970e-01  -4.8872662211e-01
  -5.6149741096e+00  -5.6223551158e+00   1.0000000000e+00   2.0000000000e-03  -6.3940327450e-01   2.3848481913e-01  -4.7468420637e-01
  -5.5997195125e+00  -5.6075931033e+00   1.0000000000e+00   2.0000000000e-03  -5.0774927859e-01   7.9863489707e-02  -3.8536114586e-01
  -5.5843611237e+00  -5.5918459217e+00   1.0000000000e+00   2.0000000000e-03  -3.5062631260e-01  -8.7128470174e-02  -2.3944760796e-01
  -5.5692091581e+00  -5.5768763257e+00   1.0000000000e+00   2.0000000000e-03  -1.9486813816e-01  -2.3909031903e-01  -6.6335530391e-02
  -5.5531720806e+00  -5.5615419904e+00   1.0000000000e+00   2.0000000000e-03  -3.7177991843e-02  -3.9174363054e-01   1.2853212594e-01
  -5.5368858536e+00  -5.5448021707e+00   1.0000000000e+00   2.0000000000e-03   1.0476248377e-01  -5.3009928459e-01   3.1545158381e-01
  -5.5218643547e+00  -5.5289695366e+00   1.0000000000e+00   2.0000000000e-03   2.1730032081e-01  -6.1884295868e-01   4.6194432907e-01
  -5.5070402765e+00  -5.5147591729e+00   1.0000000000e+00   2.0000000000e-03   3.1891810893e-01  -6.5211581690e-01   5.8264135906e-01
  -5.4911304656e+00  -5.4993213802e+00   1.0000000000e+00   2.0000000000e-03   4.1932252955e-01  -6.0756114567e-01   6.8267149777e-01
  -5.4740043495e+00  -5.4829395511e+00   1.0000000000e+00   2.0000000000e-03   5.1867239096e-01  -4.7916961491e-01   7.6536179907e-01
  -5.4519474030e+00  -5.4650691480e+00   1.0000000000e+00   2.0000000000e-03   6.4136473364e-01  -2.1914008689e-01   8.5793762355e-01
  -5.4232989248e+00  -5.4388256580e+00   1.0000000000e+00   2.0000000000e-03   7.1520011744e-01   1.1405488248e-01   9.1788248388e-01
  -5.3980310128e+00  -5.4077721915e+00   1.0000000000e+00   2.0000000000e-03   6.9230296905e-01   2.6452943558e-01   9.0197700495e-01
  -5.3799740843e+00  -5.3882898341e+00   1.0000000000e+00   2.0000000000e-03   6.8195407460e-01   3.1313557020e-01   8.9454520157e-01
  -5.3601523340e+00  -5.3716583345e+00   1.0000000000e+00   2.0000000000e-03   6.3054218837e-01   3.6219874931e-01   8.5358991529e-01
  -5.3388208423e+00  -5.3486463336e+00   1.0000000000e+00   2.0000000000e-03   5.7921109224e-01   3.7676432048e-01   8.1202102254e-01
  -5.3201665057e+00  -5.3289953509e+00   1.0000000000e+00   2.0000000000e-03   5.2726785009e-01   3.7567325702e-01   7.6971751249e-01
  -5.2991507164e+00  -5.3113376605e+00   1.0000000000e+00   2.0000000000e-03   4.6198085170e-01   3.6089806778e-01   7.1633355553e-01
  -5.2793959807e+00  -5.2869637722e+00   1.0000000000e+00   2.0000000000e-03   3.9282931477e-01   3.2958752321e-01   6.5942472573e-01
  -5.2613330809e+00  -5.2718281891e+00   1.0000000000e+00   2.0000000000e-03   3.2568215256e-01   2.9166779814e-01   6.0385611260e-01
  -5.2411679823e+00  -5.2508379727e+00   1.0000000000e+00   2.0000000000e-03   2.4526012498e-01   2.3617840445e-01   5.3664620999e-01
  -5.2225418363e+00  -5.2314979920e+00   1.0000000000e+00   2.0000000000e-03   1.6680641291e-01   1.7522368109e-01   4.7037872045e-01
  -5.2051142401e+00  -5.2135856806e+00   1.0000000000e+00   2.0000000000e-03   9.0222564276e-02   1.1110964382e-01   4.0501379798e-01
  -5.1884865443e+00  -5.1966427996e+00   1.0000000000e+00   2.0000000000e-03   1.4768156128e-02   4.4707265669e-02   3.3999273923e-01
  -5.1723812353e+00  -5.1803302890e+00   1.0000000000e+00   2.0000000000e-03  -5.9986126497e-02  -2.3444530396e-02   2.7502652494e-01
  -5.1566128735e+00  -5.1644321816e+00   1.0000000000e+00   2.0000000000e-03  -1.3414727278e-01  -9.2865424039e-02   2.1010530283e-01
  -5.1410373265e+00  -5.1487935654e+00   1.0000000000e+00   2.0000000000e-03  -2.0766462703e-01  -1.6313953565e-01   1.4535380612e-01
  -5.1254954956e+00  -5.1332810877e+00   1.0000000000e+00   2.0000000000e-03  -2.8055780582e-01  -2.3405557257e-01   8.0826458505e-02
  -5.1092984851e+00  -5.1177099034e+00   1.0000000000e+00   2.0000000000e-03  -3.5524793471e-01  -3.0787570907e-01   1.4428011155e-02
  -5.0919976907e+00  -5.1008870667e+00   1.0000000000e+00   2.0000000000e-03  -4.3260511124e-01  -3.8555713699e-01  -5.4609973254e-02
  -5.0734689878e+00  -5.0831083147e+00   1.0000000000e+00   2.0000000000e-03  -5.1160596325e-01  -4.6619622806e-01  -1.2538653759e-01
  -5.0533954606e+00  -5.0638296609e+00   1.0000000000e+00   2.0000000000e-03  -5.9139164143e-01  -5.4911530185e-01  -1.9720562588e-01
  -5.0354587814e+00  -5.0429612603e+00   1.0000000000e+00   2.0000000000e-03  -6.5587876423e-01  -6.1754558455e-01  -2.5569523304e-01
  -5.0195244958e+00  -5.0279563025e+00   1.0000000000e+00   2.0000000000e-03  -7.0823355156e-01  -6.7403896084e-01  -3.0361131313e-01
  -5.0013111818e+00  -5.0110926891e+00   1.0000000000e+00   2.0000000000e-03  -7.6113610713e-01  -7.3239655706e-01  -3.5284163635e-01
  -4.9774459291e+00  -4.9915296744e+00   1.0000000000e+00   2.0000000000e-03  -8.1894219673e-01  -7.9836081889e-01  -4.0857922053e-01
  -4.9543886443e+00  -4.9633621838e+00   1.0000000000e+00   2.0000000000e-03  -8.5700774454e-01  -8.4582815750e-01  -4.5008764793e-01
  -4.9273564147e+00  -4.9454151047e+00   1.0000000000e+00   2.0000000000e-03  -8.8666196718e-01  -8.8827091508e-01  -4.8987006967e-01
  -4.8981379418e+00  -4.9092977248e+00   1.0000000000e+00   2.0000000000e-03  -8.8041178008e-01  -9.0267535043e-01  -5.1498248363e-01
  -4.8758183758e+00  -4.8869781588e+00   1.0000000000e+00   2.0000000000e-03  -8.5259943797e-01  -8.9722619831e-01  -5.2683035232e-01
  -4.8565466474e+00  -4.8646585928e+00   1.0000000000e+00   2.0000000000e-03  -8.0513603848e-01  -8.7744984681e-01  -5.3147256149e-01
  -4.8367519553e+00  -4.8484347020e+00   1.0000000000e+00   2.0000000000e-03  -7.3693823099e-01  -8.4570695543e-01  -5.3252703854e-01
  -4.8173396049e+00  -4.8250692086e+00   1.0000000000e+00   2.0000000000e-03  -6.4078276893e-01  -7.9887506029e-01  -5.2898256239e-01
  -4.8017756215e+00  -4.8096100012e+00   1.0000000000e+00   2.0000000000e-03  -5.4844054775e-01  -7.5395218664e-01  -5.2409821805e-01
  -4.7858030328e+00  -4.7939412417e+00   1.0000000000e+00   2.0000000000e-03  -4.3889238979e-01  -7.0140921888e-01  -5.1731934051e-01
  -4.7704131031e+00  -4.7776648239e+00   1.0000000000e+00   2.0000000000e-03  -3.2061240610e-01  -6.4602698749e-01  -5.0942365100e-01
  -4.7550538903e+00  -4.7631613823e+00   1.0000000000e+00   2.0000000000e-03  -1.9386709129e-01  -5.8828229628e-01  -5.0069412232e-01
  -4.7353961761e+00  -4.7469463982e+00   1.0000000000e+00   2.0000000000e-03  -2.3888002100e-02  -5.1361206036e-01  -4.8882726073e-01
  -4.7161424354e+00  -4.7238459541e+00   1.0000000000e+00   2.0000000000e-03   1.4365037011e-01  -4.4462618658e-01  -4.7716261624e-01
  -4.6993360014e+00  -4.7084389167e+00   1.0000000000e+00   2.0000000000e-03   2.8456590835e-01  -3.8977102576e-01  -4.6753391193e-01
  -4.6820736494e+00  -4.6902330860e+00   1.0000000000e+00   2.0000000000e-03   4.1695658446e-01  -3.4292281675e-01  -4.5903871081e-01
  -4.6654319014e+00  -4.6739142129e+00   1.0000000000e+00   2.0000000000e-03   5.2965500483e-01  -3.0837794314e-01  -4.5285216479e-01
  -4.6491338170e+00  -4.6569495900e+00   1.0000000000e+00   2.0000000000e-03   6.2173093232e-01  -2.8741896236e-01  -4.4971312060e-01
  -4.6337879772e+00  -4.6413180440e+00   1.0000000000e+00   2.0000000000e-03   6.9090097068e-01  -2.8023771847e-01  -4.5003005466e-01
  -4.6171811495e+00  -4.6262579105e+00   1.0000000000e+00   2.0000000000e-03   7.4660636453e-01  -2.8650165373e-01  -4.5438791024e-01
  -4.6007175817e+00  -4.6081043886e+00   1.0000000000e+00   2.0000000000e-03   7.7853963911e-01  -3.1011130524e-01  -4.6399912548e-01
  -4.5856982255e+00  -4.5933307748e+00   1.0000000000e+00   2.0000000000e-03   7.9056123950e-01  -3.4443665291e-01  -4.7670872872e-01
  -4.5690634707e+00  -4.5780656762e+00   1.0000000000e+00   2.0000000000e-03   7.8487287792e-01  -3.9641352842e-01  -4.9498871088e-01
  -4.5503814606e+00  -4.5600612652e+00   1.0000000000e+00   2.0000000000e-03   7.5485261357e-01  -4.7146084140e-01  -5.2018564557e-01
  -4.5331279317e+00  -4.5407016559e+00   1.0000000000e+00   2.0000000000e-03   7.0657429914e-01  -5.5423780331e-01  -5.4664136803e-01
  -4.5151815064e+00  -4.5255542075e+00   1.0000000000e+00   2.0000000000e-03   6.4306699124e-01  -6.4820750390e-01  -5.7549646458e-01
  -4.4937049628e+00  -4.5048088052e+00   1.0000000000e+00   2.0000000000e-03   5.5295594452e-01  -7.6745512658e-01  -6.1009454972e-01
  -4.4734695180e+00  -4.4826011204e+00   1.0000000000e+00   2.0000000000e-03   4.6584969996e-01  -8.7837604401e-01  -6.4054449402e-01
  -4.4534753920e+00  -4.4643379156e+00   1.0000000000e+00   2.0000000000e-03   3.8846929358e-01  -9.8027069450e-01  -6.6758072684e-01
  -4.4343370527e+00  -4.4426128684e+00   1.0000000000e+00   2.0000000000e-03   3.3573156327e-01  -1.0620341135e+00  -6.8875620711e-01
  -4.4103515153e+00  -4.4260612370e+00   1.0000000000e+00   2.0000000000e-03   2.9816885632e-01  -1.1439666866e+00  -7.0965511785e-01
  -4.3827726102e+00  -4.3946417937e+00   1.0000000000e+00   2.0000000000e-03   3.3128379216e-01  -1.1810828490e+00  -7.1753362428e-01
  -4.3544887084e+00  -4.3709034268e+00   1.0000000000e+00   2.0000000000e-03   4.1752963998e-01  -1.1700620980e+00  -7.0764288190e-01
  -4.3269291484e+00  -4.3380739900e+00   1.0000000000e+00   2.0000000000e-03   5.4565856918e-01  -1.0940507626e+00  -6.6600056160e-01
  -4.3039151235e+00  -4.3157843069e+00   1.0000000000e+00   2.0000000000e-03   6.5793026336e-01  -9.9960112026e-01  -6.1095136888e-01
  -4.2763362183e+00  -4.2920459400e+00   1.0000000000e+00   2.0000000000e-03   7.7837913368e-01  -8.5566692815e-01  -5.1869652376e-01
  -4.2523506810e+00  -4.2606264967e+00   1.0000000000e+00   2.0000000000e-03   8.4179837604e-01  -7.0779006678e-01  -4.0966148057e-01
  -4.2332123417e+00  -4.2440748653e+00   1.0000000000e+00   2.0000000000e-03   8.6933993649e-01  -5.8376220963e-01  -3.1168432017e-01
  -4.2132182156e+00  -4.2223498180e+00   1.0000000000e+00   2.0000000000e-03   8.6293081208e-01  -4.4903200272e-01  -1.9597932494e-01
  -4.1929827708e+00  -4.2040866132e+00   1.0000000000e+00   2.0000000000e-03   8.2662370907e-01  -3.1035811921e-01  -6.9681751729e-02
  -4.1715062273e+00  -4.1818789284e+00   1.0000000000e+00   2.0000000000e-03   7.5272747618e-01  -1.6234446916e-01   7.2805680842e-02
  -4.1535598019e+00  -4.1611335261e+00   1.0000000000e+00   2.0000000000e-03   6.6789587141e-01  -3.9436582491e-02   1.9528529534e-01
  -4.1363062731e+00  -4.1459860778e+00   1.0000000000e+00   2.0000000000e-03   5.7321897092e-01   7.7474140060e-02   3.1357365063e-01
  -4.1176242629e+00  -4.1266264685e+00   1.0000000000e+00   2.0000000000e-03   4.5668878486e-01   2.0149111639e-01   4.4006310377e-01
  -4.1009895082e+00  -4.1086220574e+00   1.0000000000e+00   2.0000000000e-03   3.4480043627e-01   3.0912396730e-01   5.4953714181e-01
  -4.0859701520e+00  -4.0933569589e+00   1.0000000000e+00   2.0000000000e-03   2.3967862877e-01   4.0375182972e-01   6.4490683876e-01
  -4.0695065841e+00  -4.0785833451e+00   1.0000000000e+00   2.0000000000e-03   1.2192082615e-01   5.0437999166e-01   7.4489123271e-01
  -4.0528997564e+00  -4.0604298232e+00   1.0000000000e+00   2.0000000000e-03   2.2369707224e-03   6.0147543554e-01   8.3905330290e-01
  -4.0375539167e+00  -4.0453696897e+00   1.0000000000e+00   2.0000000000e-03  -1.0746464421e-01   6.8728295799e-01   9.2017307339e-01
  -4.0212558322e+00  -4.0297381437e+00   1.0000000000e+00   2.0000000000e-03  -2.2137985858e-01   7.7340876578e-01   9.9900238628e-01
  -4.0046140842e+00  -4.0127735208e+00   1.0000000000e+00   2.0000000000e-03  -3.3282073184e-01   8.5475524123e-01   1.0702449787e+00
  -3.9873517323e+00  -3.9964546476e+00   1.0000000000e+00   2.0000000000e-03  -4.4132620659e-01   9.3120898351e-01   1.1335381098e+00
  -3.9678226859e+00  -3.9782488170e+00   1.0000000000e+00   2.0000000000e-03  -5.5210932088e-01   1.0056934266e+00   1.1897626580e+00
  -3.9483422459e+00  -3.9573965548e+00   1.0000000000e+00   2.0000000000e-03  -6.4542593333e-01   1.0637127608e+00   1.2258308490e+00
  -3.9315669455e+00  -3.9392879370e+00   1.0000000000e+00   2.0000000000e-03  -7.1137752814e-01   1.1001409428e+00   1.2407947169e+00
  -3.9161424354e+00  -3.9238459541e+00   1.0000000000e+00   2.0000000000e-03  -7.6059096998e-01   1.1226792297e+00   1.2418700899e+00
  -3.8993360014e+00  -3.9084389167e+00   1.0000000000e+00   2.0000000000e-03  -8.0241115036e-01   1.1355285921e+00   1.2298550743e+00
  -3.8820736494e+00  -3.8902330860e+00   1.0000000000e+00   2.0000000000e-03  -8.3259177796e-01   1.1354399015e+00   1.2031057667e+00
  -3.8654319014e+00  -3.8739142129e+00   1.0000000000e+00   2.0000000000e-03  -8.5236643339e-01   1.1251942166e+00   1.1668974022e+00
  -3.8491338170e+00  -3.8569495900e+00   1.0000000000e+00   2.0000000000e-03  -8.6390978855e-01   1.1063449290e+00   1.1230857795e+00
  -3.8337879772e+00  -3.8413180440e+00   1.0000000000e+00   2.0000000000e-03  -8.6924785778e-01   1.0822767666e+00   1.0764991824e+00
  -3.8171811495e+00  -3.8262579105e+00   1.0000000000e+00   2.0000000000e-03  -8.7032780340e-01   1.0508253607e+00   1.0221891356e+00
  -3.8007175817e+00  -3.8081043886e+00   1.0000000000e+00   2.0000000000e-03  -8.6699971233e-01   1.0144226096e+00   9.6540028976e-01
  -3.7856982255e+00  -3.7933307748e+00   1.0000000000e+00   2.0000000000e-03  -8.6147610754e-01   9.7789243705e-01   9.1216238358e-01
  -3.7690634707e+00  -3.7780656762e+00   1.0000000000e+00   2.0000000000e-03  -8.5323274087e-01   9.3390833085e-01   8.5194219958e-01
  -3.7503814606e+00  -3.7600612652e+00   1.0000000000e+00   2.0000000000e-03  -8.4207169123e-01   8.7984865017e-01   7.8268970385e-01
  -3.7331279317e+00  -3.7407016559e+00   1.0000000000e+00   2.0000000000e-03  -8.3069778652e-01   8.2491135795e-01   7.1668077339e-01
  -3.7151815064e+00  -3.7255542075e+00   1.0000000000e+00   2.0000000000e-03  -8.1848419581e-01   7.6309677537e-01   6.4568275427e-01
  -3.6937049628e+00  -3.7048088052e+00   1.0000000000e+00   2.0000000000e-03  -8.0392715729e-01   6.7976512646e-01   5.5511448883e-01
  -3.6734695180e+00  -3.6826011204e+00   1.0000000000e+00   2.0000000000e-03  -7.9093826733e-01   5.8846266347e-01   4.6095396182e-01
  -3.6525550315e+00  -3.6643379156e+00   1.0000000000e+00   2.0000000000e-03  -7.7870192772e-01   4.8223550076e-01   3.5543574030e-01
  -3.6289892633e+00  -3.6407721474e+00   1.0000000000e+00   2.0000000000e-03  -7.6793647042e-01   3.5319953603e-01   2.3266918626e-01
  -3.5962657097e+00  -3.6172063791e+00   1.0000000000e+00   2.0000000000e-03  -7.5913991543e-01   1.8472085772e-01   7.9949019539e-02
  -3.5543843708e+00  -3.5753250403e+00   1.0000000000e+00   2.0000000000e-03  -7.5339276140e-01  -5.5540111301e-02  -1.2447071664e-01
  -3.5102006143e+00  -3.5334437014e+00   1.0000000000e+00   2.0000000000e-03  -7.4381509962e-01  -1.9484479977e-01  -2.3876927663e-01
  -3.4718021249e+00  -3.4869575272e+00   1.0000000000e+00   2.0000000000e-03  -7.0626706484e-01  -2.8239985007e-01  -3.0718409210e-01
  -3.4462678310e+00  -3.4566467226e+00   1.0000000000e+00   2.0000000000e-03  -6.5200993087e-01  -3.0165255242e-01  -3.2271418925e-01
  -3.4253971249e+00  -3.4358889393e+00   1.0000000000e+00   2.0000000000e-03  -5.9384316827e-01  -2.9051261321e-01  -3.1632893091e-01
  -3.4067855490e+00  -3.4149053106e+00   1.0000000000e+00   2.0000000000e-03  -5.3303987152e-01  -2.6037608513e-01  -2.9729841655e-01
  -3.3910256411e+00  -3.3986657875e+00   1.0000000000e+00   2.0000000000e-03  -4.7868605350e-01  -2.2618744401e-01  -2.7615519600e-01
  -3.3753982209e+00  -3.3833854947e+00   1.0000000000e+00   2.0000000000e-03  -4.2516519466e-01  -1.8815490754e-01  -2.5358997323e-01
  -3.3592679007e+00  -3.3674109471e+00   1.0000000000e+00   2.0000000000e-03  -3.7406340391e-01  -1.4864184549e-01  -2.3177942124e-01
